current_official_name_of_satellite,country_of_operator_owner,operator_owner,users,purpose,class_of_orbit,type_of_orbit,perigee_km,apogee_km,perigee_km,launch_mass_kg,date_of_launch,expected_lifetime_yrs,launch_vehicle,norad_number,launch_year
TDRS-8,USA,national aeronautics and space administration (nasa),Government,Communications,GEO,Unknown,35.768,35.808,35.768,3.18,2000-06-30,11.0,Atlas Family,26388,2000
TDRS-9,USA,national aeronautics and space administration (nasa),Government,Communications,GEO,Unknown,35.768,35.809,35.768,3.18,2002-03-08,11.0,Atlas Family,27389,2002
TechEdSat-13,USA,national aeronautics and space administration (nasa)/ames research center,Government,Technology Development,LEO,Non-Polar Inclined,493.0,498.0,493.0,4.0,2022-01-13,4.0,LauncherOne,51095,2022
Technosat,Germany,technical university berlin,Civil,Technology Demonstration,LEO,Sun-Synchronous,586.0,605.0,586.0,18.0,2017-07-14,2.0,Soyuz Family,42829,2017
TecSAR,Israel,defense ministry,Military,Earth Observation,LEO,Non-Polar Inclined,405.0,580.0,405.0,300.0,2008-01-21,4.0,ISRO PSLV,32476,2008
TeikyoSat 4,Japan,teikyo university,Civil,Technology Development,LEO,Sun-Synchronous,558.0,574.0,558.0,52.0,2021-11-08,4.0,H2A,49396,2021
TeLEOS 1,Singapore,agilspace,Commercial,Earth Observation,LEO,Equatorial,535.0,550.0,535.0,400.0,2015-12-16,5.0,ISRO PSLV,41169,2015
Telkom 3S,Indonesia,pt telkomunikasi,Commercial,Communications,GEO,Unknown,35.78,35.795,35.78,3.55,2017-02-14,18.0,Ariane Family,41944,2017
Telstar 11N,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.774,35.801,35.774,4.01,2009-02-26,15.0,Zenit Family,34111,2009
Telstar 12V,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.645,35.727,35.645,4.9,2015-11-24,15.0,H2A,41036,2015
Telstar 14R,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.783,35.791,35.783,4.97,2011-05-20,15.0,Proton Family,37602,2011
Telstar 18 Vantage,Canada,"telesat canada ltd. (bce, inc.)/apt satellite holdings ltd.",Commercial,Communications,GEO,Unknown,35.777,35.795,35.777,7.06,2018-09-10,15.0,SpaceX Falcon,43611,2018
Telstar 19 Vantage,Canada,"telesat canada ltd. (bce, inc.)",Commercial,Communications,GEO,Unknown,35.78,35.792,35.78,7.075,2018-07-22,15.0,SpaceX Falcon,43562,2018
TEMPEST-D,USA,colorado state university,Civil,Space Science,LEO,Non-Polar Inclined,399.0,407.0,399.0,10.0,2018-07-13,1.0,Non-Launch Systems,43547,2018
Ten-Koh,Japan,kyushu institute of technology (kit),Civil,Space Science,LEO,Sun-Synchronous,595.0,613.0,595.0,23.0,2018-10-29,1.0,H2A,43677,2018
TerraSAR X-1,Germany,german aerospace center (dlr)/infoterra,Commercial/Government,Earth Observation,LEO,Sun-Synchronous,507.0,509.0,507.0,1.23,2007-06-15,5.0,Dnepr,31698,2007
TerraStar 1,USA,terrastar corporation,Commercial,Communications,GEO,Unknown,35.783,35.791,35.783,6.91,2009-07-01,15.0,Ariane Family,35496,2009
TESS,USA,national aeronautics and space administration (nasa),Government,Space Science,ELLIPTICAL,Molniya,258.0,268.488,258.0,362.0,2018-04-18,20.0,SpaceX Falcon,43435,2018
TET-1,Germany,german aerospace center (dlr),Commercial,Technology Development,LEO,Sun-Synchronous,501.0,505.0,501.0,120.0,2012-07-22,1.0,Soyuz Family,38710,2012
USA 340,USA,u.s. space force/other transaction authority,Military,Technology Development,GEO,Unknown,35.983,35.988,35.983,100.0,2022-11-01,15.0,SpaceX Falcon,55138,2022
Tevel-1,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,522.0,535.0,522.0,1.0,2022-01-13,4.0,SpaceX Falcon,51033,2022
Tevel-2,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,522.0,535.0,522.0,1.0,2022-01-13,4.0,SpaceX Falcon,51062,2022
Tevel-3,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,522.0,535.0,522.0,1.0,2022-01-13,4.0,SpaceX Falcon,51063,2022
Tevel-4,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,524.0,536.0,524.0,1.0,2022-01-13,4.0,SpaceX Falcon,50998,2022
Tevel-5,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,519.0,535.0,519.0,1.0,2022-01-13,4.0,SpaceX Falcon,51068,2022
Tevel-6,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,523.0,535.0,523.0,1.0,2022-01-13,4.0,SpaceX Falcon,51073,2022
Tevel-7,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,513.0,532.0,513.0,1.0,2022-01-13,4.0,SpaceX Falcon,51019,2022
Tevel-8,Israel,herzliya science center,Commercial,Communications,LEO,Sun-Synchronous,513.0,532.0,513.0,1.0,2022-01-13,4.0,SpaceX Falcon,51083,2022
Thaicom-4,Thailand,thaicom public company ltd.,Commercial,Communications,GEO,Unknown,35.775,35.798,35.775,6.505,2005-08-11,12.0,Ariane Family,28786,2005
Thaicom-6,Thailand,thaicom public company ltd.,Commercial,Communications,GEO,Unknown,35.786,35.796,35.786,3.325,2014-01-06,15.0,SpaceX Falcon,39500,2014
Thaicom-8,Thailand,thaicom public company ltd.,Commercial,Communications,GEO,Unknown,35.843,35.89,35.843,3.025,2016-05-27,15.0,SpaceX Falcon,41552,2016
THEA,USA,"spacequest, ltd.",Commercial,Technology Development,LEO,Sun-Synchronous,571.0,589.0,571.0,4.0,2018-12-03,4.0,SpaceX Falcon,43796,2018
THEMIS A,Multinational,"national aeronautics and space administration (nasa)/university of california, berkeley (in partnership with germany, france, austria, canada)",Civil/Government,Space Science,ELLIPTICAL,Molniya,461.0,87.304,461.0,126.0,2007-02-17,2.0,Delta Family,30580,2007
THEMIS D,Multinational,"national aeronautics and space administration (nasa)/university of california, berkeley (in partnership with germany, france, austria, canada)",Civil/Government,Space Science,ELLIPTICAL,Molniya,467.0,87.26,467.0,126.0,2007-02-17,2.0,Delta Family,30797,2007
THEMIS E,Multinational,"national aeronautics and space administration (nasa)/university of california, berkeley (in partnership with germany, france, austria, canada)",Civil/Government,Space Science,ELLIPTICAL,Molniya,474.0,87.526,474.0,126.0,2007-02-17,2.0,Delta Family,30798,2007
Theos,Thailand,geo-informatics and space technology development agency (gistda),Government,Earth Observation,LEO,Sun-Synchronous,824.0,826.0,824.0,750.0,2008-10-01,5.0,Dnepr,33396,2008
Thor-5 ,Norway,telenor satellite broadcasting,Commercial,Communications,GEO,Unknown,35.773,35.798,35.773,2.024,2008-02-11,15.0,Proton Family,32487,2008
Thor-6,Norway,telenor satellite broadcasting,Commercial,Communications,GEO,Unknown,35.779,35.794,35.779,3.05,2009-10-29,15.0,Ariane Family,36033,2009
Thor-7,Norway,telenor satellite broadcasting,Commercial,Communications,GEO,Unknown,35.727,35.741,35.727,4.6,2015-04-26,15.0,Ariane Family,40613,2015
Thuraya 2,United Arab Emirates,thuraya satellite communications,Commercial,Communications,GEO,Unknown,35.764,35.807,35.764,5.25,2003-06-10,12.0,Zenit Family,27825,2003
Thuraya 3,United Arab Emirates,thuraya satellite communications,Commercial,Communications,GEO,Unknown,35.766,35.807,35.766,5.18,2008-01-15,12.0,Zenit Family,32404,2008
Tianhe ,China,china manned space engineering office (cmseo),Government,Space Science,LEO,Non-Polar Inclined,170.0,381.0,170.0,22.5,2021-04-29,15.0,Long March Family,48275,2021
Tianhui 1-01,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,488.0,504.0,488.0,2.5,2010-08-24,4.0,Long March Family,36985,2010
Tianhui 1-02,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,485.0,505.0,485.0,2.5,2012-05-06,4.0,Long March Family,38256,2012
Tianhui 1-03,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,489.0,500.0,489.0,2.5,2015-10-26,4.0,Long March Family,40988,2015
Tianhui 1-04,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,487.0,503.0,487.0,2.5,2021-07-29,4.0,Long March Family,49049,2021
Tianhui 2-01,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,500.0,516.0,500.0,2.5,2019-04-29,4.0,Long March Family,44207,2019
Tianhui 2-02,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,504.0,517.0,504.0,2.5,2019-04-29,4.0,Long March Family,44209,2019
Tianhui-2 02-01,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,492.0,506.0,492.0,1.0,2021-08-18,4.0,Long March Family,49071,2021
Tianhui-2 02-02,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous,496.0,506.0,496.0,1.0,2021-08-18,4.0,Long March Family,49072,2021
Tianhui-6 01,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous Near Polar,880.0,887.0,880.0,1.0,2023-03-09,4.0,Long March Family,55836,2023
Tianhui-6 02,China,china aerospace science and technology corp. (casc),Government,Earth Observation,LEO,Sun-Synchronous Near Polar,879.0,882.0,879.0,1.0,2023-03-09,4.0,Long March Family,55839,2023
Tianjin Daxue 1,China,tianjin university,Civil,Earth Observation,LEO,Sun-Synchronous,483.0,501.0,483.0,230.0,2021-12-06,4.0,Ceres Family,49812,2021
Tiankun-2,China,china aerospace science and industry corporation (casic),Government,Technology Development,LEO,Sun-Synchronous,587.0,605.0,587.0,90.0,2022-03-29,4.0,Long March Family,52150,2022
Tiankun-1,China,chinese academy of launch vehicle technology (casic),Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,384.0,406.0,384.0,199.87465311986864,2017-03-02,4.0,KT-2,42061,2017
TianLian 1,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.769,35.813,35.769,3.75,2008-04-25,15.0,Long March Family,32779,2008
TianLian 2,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,37.778,37.794,37.778,2.25,2011-07-11,15.0,Long March Family,37737,2011
TianLian 2-01,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.778,35.795,35.778,199.87465311986864,2019-03-31,15.0,Long March Family,44076,2019
TianLian 2-02,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.775,35.804,35.775,5.0,2021-12-13,15.0,Long March Family,50005,2021
TianLian 2-03,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.777,35.798,35.777,5.0,2022-07-12,15.0,Long March Family,53100,2022
TianLian 3 ,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.768,35.802,35.768,2.2,2012-07-25,15.0,Long March Family,38730,2012
TianLian 4,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.778,35.793,35.778,2.2,2016-11-22,15.0,Long March Family,41869,2016
TianLian 5,China,china aerospace science and technology corp. (casc),Government,Communications,GEO,Unknown,35.783,35.787,35.783,2.2,2021-07-04,15.0,Long March Family,49011,2021
Tianmu-1 01,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,494.0,511.0,494.0,50.0,,2.0,Ceres Family,55134,
Tianmu-1 02,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,494.0,511.0,494.0,50.0,2023-01-09,2.0,Ceres Family,55135,2023
Tianmu-1 03,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,502.0,517.0,502.0,50.0,2023-03-22,2.0,Kuaizhou Family,55973,2023
Tianmu-1 04,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,502.0,517.0,502.0,50.0,2023-03-22,2.0,Kuaizhou Family,55974,2023
Tianmu-1 05,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,502.0,516.0,502.0,50.0,2023-03-22,2.0,Kuaizhou Family,55975,2023
Tianmu-1 06,China,xiyong microelectrics park,Commercial,Meteorological,LEO,Sun-Synchronous,501.0,515.0,501.0,50.0,2023-03-22,2.0,Kuaizhou Family,55976,2023
Tianqi-1,China,guodian gaoke,Commercial,Communications,LEO,Sun-Synchronous,510.0,522.0,510.0,8.0,2018-10-29,4.0,Long March Family,43668,2018
Tianqi-10,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,482.0,500.0,482.0,9.0,2020-07-25,4.0,Long March Family,45941,2020
Tianqi-11,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,484.0,500.0,484.0,50.0,2020-11-07,4.0,Ceres Family,46904,2020
Tianqi-12,China,guodian gaoke,Commercial,Technology Development,LEO,Non-Polar Inclined,589.0,597.0,589.0,50.0,2021-05-06,4.0,Long March Family,48426,2021
Tianqi-13,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,494.0,510.0,494.0,40.0,2023-01-09,4.0,Ceres Family,55136,2023
Tianqi-14,China,guodian gaoke,Commercial,Technology Development,LEO,Non-Polar Inclined,587.0,599.0,587.0,50.0,2021-06-18,4.0,Long March Family,48864,2021
Tianqi-15,China,guodian gaoke,Commercial,Technology Development,LEO,Non-Polar Inclined,587.0,599.0,587.0,50.0,2021-07-19,4.0,Long March Family,49027,2021
Tianqi-19,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,527.0,544.0,527.0,39.0,2022-02-27,4.0,Long March Family,51824,2022
Tianqi-2,China,guodian gaoke,Commercial,Communications,LEO,Sun-Synchronous,529.0,558.0,529.0,8.0,2019-08-17,4.0,Jielong 1,44487,2019
Tianqi-3,China,guodian gaoke,Commercial,Communications,LEO,Non-Polar Inclined,557.0,576.0,557.0,8.0,2019-06-05,4.0,Long March Family,44311,2019
Tianqi-4A,China,guodian gaoke,Commercial,Communications,LEO,Sun-Synchronous,495.0,509.0,495.0,9.0,2019-12-07,4.0,Kuaizhou Family,44840,2019
Tianqi-4B,China,guodian gaoke,Commercial,Communications,LEO,Sun-Synchronous,495.0,508.0,495.0,9.0,2019-12-07,4.0,Kuaizhou Family,44841,2019
Tianqi-5,China,guodian gaoke,Commercial,Communications,LEO,Sun-Synchronous,475.0,490.0,475.0,9.0,2020-01-15,4.0,Long March Family,45019,2020
Tianqi-6,China,guodian gaoke,Commercial,Technology Development,LEO,Non-Polar Inclined,584.0,604.0,584.0,9.0,2020-10-26,4.0,Long March Family,46810,2020
Tianqi-8,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,494.0,497.0,494.0,9.0,2020-12-22,4.0,Long March Family,47296,2020
Tianqi-9,China,guodian gaoke,Commercial,Technology Development,LEO,Sun-Synchronous,495.0,508.0,495.0,9.0,2021-04-27,4.0,Long March Family,48252,2021
Tianqin-1,China,"gastianta and gzh-hnj bds agr co., ltd.",Commercial,Earth Observation,LEO,Sun-Synchronous,613.0,634.0,613.0,40.0,2019-12-21,3.0,Long March Family,44879,2019
Tianqin-1,China,sun yat-sen university,Civil,Technology Development,LEO,Sun-Synchronous,614.0,633.0,614.0,199.87465311986864,2019-12-21,4.0,Long March Family,44881,2019
Tianshu 1,China,"insight position digital intelligence technology service co., ltd.",Commercial,Technology Development,LEO,Sun-Synchronous,503.0,522.0,503.0,50.0,2021-10-14,4.0,Long March Family,49317,2021
Tiantong-1-01,China,china telecom,Government,Communications,GEO,Unknown,35.765,35.805,35.765,199.87465311986864,2016-08-05,15.0,Long March Family,41725,2016
Tiantong-1-02,China,china telecom,Government,Communications,GEO,Unknown,35.773,35.8,35.773,199.87465311986864,2020-11-12,15.0,Long March Family,46916,2020
Tiantong-1-03,China,china telecom,Government,Communications,GEO,Unknown,35.777,35.794,35.777,4.6,2021-01-19,15.0,Long March Family,47321,2021
Tiantuo-2,China,national university of defense technology,Government,Communications/Earth Observation,LEO,Sun-Synchronous,477.0,493.0,477.0,67.0,2014-09-08,4.0,Long March Family,40144,2014
Tiantuo-3,China,national university of defense technology,Government,Technology Development,LEO,Sun-Synchronous,392.0,522.0,392.0,20.0,2015-09-19,4.0,Long March Family,40899,2015
Tiantuo-5,China,national university of defense technology,Military,Technology Development,LEO,Sun-Synchronous,483.0,504.0,483.0,79.0,2020-08-23,4.0,Long March Family,46233,2020
Tianxiang-1,China,china electronic technology group,Commercial,Technology Development,LEO,Non-Polar Inclined,551.0,575.0,551.0,199.87465311986864,2019-06-05,4.0,Long March Family,44315,2019
Tianxiang-2,China,china electronic technology group,Commercial,Technology Development,LEO,Non-Polar Inclined,557.0,575.0,557.0,199.87465311986864,2019-06-05,4.0,Long March Family,44316,2019
Tianxing 1,China,casiom,Commercial,Space Science,LEO,Polar,275.0,290.0,275.0,200.0,2022-06-22,4.0,Kuaizhou Family,52901,2022
Xiaoxiang-1,China,spacety aerospace company,Commercial,Technology Development,LEO,Sun-Synchronous,523.0,538.0,523.0,3.0,2019-01-21,4.0,Long March Family,43944,2019
Xiaoxiang 1-08,Multinational_countries,spacety aerospace company/thrustme,Commercial,Technology Development,LEO,Sun-Synchronous,484.0,505.0,484.0,9.0,2019-11-03,4.0,Long March Family,44706,2019
TianYi-16,China,spacety aerospace company,Commercial,Technology Development,LEO,Sun-Synchronous,494.0,509.0,494.0,9.0,2019-12-07,4.0,Kuaizhou Family,44842,2019
TianYi-17,China,spacety aerospace company,Commercial,Technology Development,LEO,Sun-Synchronous,494.0,509.0,494.0,9.0,2019-12-07,4.0,Kuaizhou Family,44843,2019
TianYi-2,China,spacety aerospace company/changsha gaoxinqu tianyi research institute,Commercial,Technology Development,LEO,Sun-Synchronous,527.0,547.0,527.0,8.0,2018-01-18,4.0,Long March Family,43155,2018
TianYi-6,China,spacety aerospace company/changsha gaoxinqu tianyi research institute,Commercial,Technology Development,LEO,Sun-Synchronous,528.0,545.0,528.0,8.0,2018-01-18,4.0,Long March Family,43158,2018
Tianyuan 1,China,nanjing university,Civil,Technology Demonstration,LEO,Sun-Synchronous,502.0,523.0,502.0,10.0,2021-10-14,4.0,Long March Family,49323,2021
Tianzhi-1,China,chinese academy of sciences (cas)/china academy of space technology,Government,Technology Development,LEO,Sun-Synchronous,488.0,504.0,488.0,27.0,2018-11-19,4.0,Long March Family,43712,2018
Tianzhi-2D,China,institute of software chinese academy of sciences,Government,Technology Development,LEO,Sun-Synchronous,480.0,492.0,480.0,19.0,2023-01-15,4.0,Long March Family,55261,2023
TIBA-1,Egypt,ministry of defense,Commercial/Military,Communications,GEO,Unknown,35.732,35.79,35.732,5.6,2019-11-26,15.0,Ariane Family,44800,2019
TIGRISat,Iraq,la sapienza university of rome,Civil,Earth Observation,LEO,Sun-Synchronous,611.0,698.0,611.0,1.0,2014-06-19,4.0,Dnepr,40043,2014
TIMED,USA,"national aeronautics and space administration (nasa)/applied physics laboratory, johns hopkins",Civil/Government,Space Science,LEO,Polar,612.0,613.0,612.0,587.0,2001-12-07,2.0,Delta Family,26998,2001
TJS-1,China,china academy of space technology (cast),Government,Technology Development,GEO,Unknown,35.776,35.795,35.776,199.87465311986864,2015-09-12,15.0,Long March Family,40892,2015
TJS-2,China,shanghai academy of spaceflight technology,Government,Technology Development,GEO,Unknown,35.783,35.793,35.783,199.87465311986864,2017-01-05,15.0,Long March Family,41911,2017
TJS-3,China,china academy of space technology (cast),Government,Technology Development,GEO,Unknown,35.779,35.794,35.779,199.87465311986864,2018-12-25,15.0,Long March Family,43874,2018
TJS-3 subsatellite,China,china academy of space technology (cast),Government,Technology Development,GEO,Unknown,35.779,35.794,35.779,199.87465311986864,2018-12-25,15.0,Long March Family,43917,2018
TJS-4,China,china academy of space technology (cast),Government,Technology Development,GEO,Unknown,35.761,35.813,35.761,199.87465311986864,2019-10-18,15.0,Long March Family,44637,2019
TJS-5,China,shanghai academy of spaceflight technology,Government,Communications,GEO,Unknown,35.782,35.79,35.782,199.87465311986864,2020-01-07,15.0,Long March Family,44978,2020
TJS-6,China,shanghai academy of spaceflight technology,Government,Communications,GEO,Unknown,35.774,35.797,35.774,199.87465311986864,2021-02-04,15.0,Long March Family,47613,2021
TJS-7,China,shanghai academy of spaceflight technology,Government,Communications,GEO,Unknown,35.78,35.791,35.78,199.87465311986864,2021-08-24,15.0,Long March Family,49115,2021
TKSat-1,Bolivia,bolivia aerospace bureau,Government,Communications,GEO,Unknown,35.773,35.799,35.773,5.0,2013-12-20,15.0,Long March Family,39481,2013
